ID;nr;date;persTag;sex;fn_role;dead;minor;jungfrau;title;prof;staff;off;place;org-pers;sameAs;Kommentar;;;;;;;;;;
4177;2931;1420-03-07;pe__katharina_fleischakcherin_StB_V_2931;f;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4178;2931;1420-03-07;pe__peter_rys_StB_V_2931;m;witness;;;;erbere lewte;;;;von Lach;;;;;;;;;;;;;
4179;2931;1420-03-07;pe__konrad_perigmaister_StB_V_2931;m;witness;;;;erbere lewte;;;;von Lach;;;;;;;;;;;;;
4180;2931;1420-03-07;pe__jakob_scherhauf_StB_V_2931;m;gewiesen;;;;her;;;chormeister;;Sannd Steffan;;;;;;;;;;;;
4181;2937;1420-03-09;pe__johann_stirling_StB_V_2930;m;weisend;;;;;;;;;;;rep;;;;;;;;;;
4182;2937;1420-03-09;pe__niklas_stirling_StB_V_2937;m;weisend/rep;;;;;;;;;;;inner lanndes nicht ist;;;;;;;;;;
4183;2937;1420-03-09;pe__niklas_drumbawer_StB_V_2937;m;witness;;;;erbere lewte_buerger_buerger-wien;ledrer;;;;;;;;;;;;;;;;
4184;2937;1420-03-09;pe__friedrich_gemaytel_StB_V_2930;m;witness;;;;erbere lewte_buerger_buerger-wien;irher;;;;;;;;;;;;;;;;
4185;2937;1420-03-09;pe__martin_stirling_StB_V_2930;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4186;2937;1420-03-09;pe__katharina_stirlingin_StB_V_2930;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4187;2942;1420-03-12;pe__peter_nidernel_StB_V_2942;m;weisend;;;;;;;;gesessen in der Lanndstrass;;;;;;;;;;;;;
4188;2942;1420-03-12;pe__friedrich_drugker_StB_V_2942;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4189;2942;1420-03-12;pe__niklas_reicher_StB_V_2942;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4190;2942;1420-03-12;pe__christian_vischer_StB_V_2578;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4191;2943;1420-03-14;pe__johann_frawndinst_StB_V_2943;m;weisend;;;;;irher;;;;;;rep;;;;;;;;;;
4192;2943;1420-03-14;pe__niklas_chopll_StB_V_2943;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4193;2943;1420-03-14;pe__christian_chrudinger_StB_V_2943;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4194;2943;1420-03-14;pe__katharina_frawndinstin_StB_V_2943;f;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4195;2943;1420-03-14;pe__konrad_kursner_StB_V_2943;m;gewiesen/other;;;;;;;;von Paden;;;;;;;;;;;;;
4196;2943;1420-03-14;pe__barbara_siczenperger_StB_V_2943;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4197;2943;1420-03-14;pe__stephan_siczenpergerin_StB_V_2943;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4198;2948;1420-03-16;pe__katharina_von_eslarn_StB_V_2948;f;weisend;;;;;;;;;;;;;;;;;;;;;
4199;2948;1420-03-16;pe__hermann_von_eslarn_StB_I_54;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
4200;2948;1420-03-16;pe__thomas_von_weytra_StB_IV_2237;m;witness;;;;erbere lewte;;;rat_rat-wien;;;;;;;;;;;;;;
4201;2948;1420-03-16;pe__paul_wurffl_StB_V_2817;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4202;2948;1420-03-16;pe__stephan_leittner_StB_V_2948;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4203;2950;1420-03-16;pe__johann_schonnawer_StB_V_2950;m;witness;;;;erbere lewte;;;;ze Wienn;;;;;;;;;;;;;
4204;2950;1420-03-16;pe__friedrich_prantesser_StB_V_2880;m;weisend;;;;buerger_buerger-wien;;;;;;;;;;;;;;;;;
4205;2950;1420-03-16;pe__katharina_auf_der_melgrub_StB_V_2950;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4206;2950;1420-03-16;pe__heinrich_auf_der_melgrub_StB_V_2950;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4207;2950;1420-03-16;pe__simon_chuntter_StB_V_2950;m;witness;;;;erbere lewte;;;;ze Wienn;;;;;;;;;;;;;
4208;2953;1420-03-21;pe__thomas_smid_StB_V_2953;m;weisend;;;;;;;;;;;rep;;;;;;;;;;
4209;2953;1420-03-21;pe__anna_smidin_StB_V_2953;f;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4210;2953;1420-03-21;pe__jakob_eczelstorffer_StB_V_2953;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
4211;2953;1420-03-21;pe__paul_wagendrussel_StB_I_479;m;witness;;;;erbere lewte;fleischhacker;;;ze Wienn;;;QGE Uhlirz 1 583_Uhlirz 2 513;;;;;;;;;;
4212;2953;1420-03-21;pe__georg_hag_StB_V_2749;m;witness;;;;erbere lewte;fleischhacker;;;ze Wienn;;;;;;;;;;;;;
4213;2953;1420-03-21;pe__dorothea_hofmanin_StB_V_2953;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4214;2953;1420-03-21;pe__peter_hofman_StB_V_2953;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4215;2957;1420-03-28;pe__stephan_eysenczieher_StB_V_2957;m;weisend;;;;;;;;;;;;;;;;;;;;;
4216;2957;1420-03-28;pe__laurenz_smit_StB_V_2957;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4217;2957;1420-03-28;pe__johann_gwerleich_StB_V_2957;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4218;2957;1420-03-28;pe__elisabeth_chreuczlmacherin_StB_V_2957;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4219;2957;1420-03-28;pe__ortolf_chreuczlmacher_StB_V_2957;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4220;2963;1420-04-18;pe__johann_hemerl_StB_V_2963;m;weisend;;;;burger;leinbater;;;Wien;;;rep;;;;;;;;;;
4221;2963;1420-04-18;pe__katharina_hemerlin_StB_V_2963;f;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4222;2963;1420-04-18;pe__gundolt_leinbater_StB_V_2963;m;weisend/other;;;;;leinbater;;;ze Kloster Newnburkch;;;;;;;;;;;;;
4223;2963;1420-04-18;pe__heinrich_leinbater_StB_V_2593;m;witness;;;;erbere lewte_buerger_buerger-wien;leinbater;;;;;;;;;;;;;;;;
4224;2963;1420-04-18;pe__jakob_lottrer_StB_V_2963;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4225;2963;1420-04-18;pe__elisabeth_kriegin_StB_V_2963;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4226;2963;1420-04-18;pe__johann_krieg_StB_V_2963;m;gewiesen/other;dead;;;;kursner;;;;;;;;;;;;;;;;
4227;2963;1420-04-18;pe__stephan_thalhaymer_StB_V_2963;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4228;2968;1420-04-20;pe__johann_aczinger_StB_III_1552;m;weisend;;;;;;;rat_rat-wien;;;;;;;;;;;;;;
4229;2968;1420-04-20;pe__niklas_underm_himel_StB_V_2690;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4230;2968;1420-04-20;pe__wilhelm_hannsgraf_StB_V_2968;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4231;2968;1420-04-20;pe__barbara_menscheinin_StB_V_2968;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4232;2968;1420-04-20;pe__michael_menschein_StB_IV_2184;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4233;2968;1420-04-20;pe__klara_menscheinin_StB_V_2968;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4234;2969;1420-04-20;pe__johann_von_eiczestorf_StB_V_2969;m;weisend;;;;;;;;;;;rep;;;;;;;;;;
4235;2969;1420-04-20;pe__stephan_von_eiczestorf_StB_V_2969;m;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4236;2969;1420-04-20;pe__zyruos_von_eiczestorf_StB_V_2969;m;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4237;2969;1420-04-20;pe__heinrich_leinbater_StB_V_2593;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4238;2969;1420-04-20;pe__paul_leinbater_StB_V_2969;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4239;2969;1420-04-20;pe__elisabeth_kriegin_StB_V_2963;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4240;2969;1420-04-20;pe__gundolt_leinbater_StB_V_2963;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4241;2969;1420-04-20;pe__johann_krieg_StB_V_2963;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4242;2978;1420-05-02;pe__johann_zingk_StB_V_2978;m;weisend;;;;;;;anwalt;;herczog Albrechts;;;;;;;;;;;;
4243;2978;1420-05-02;pe__otto_weiss_StB_IV_2021;m;witness;;;;erbere lewte;;;rat_rat-wien;;;;;;;;;;;;;;
4244;2978;1420-05-02;pe__niklas_underm_himel_StB_V_2690;m;witness;;;;erbere lewte;;;rat_rat-wien;;;;;;;;;;;;;;
4245;2978;1420-05-02;pe__michael_zingk_StB_V_2978;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4246;2980;1420-05-02;pe__hermann_enczenuelder_StB_II_842;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4247;2980;1420-05-02;pe__hermann_perman_StB_V_2980;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4248;2980;1420-05-02;pe__friedrich_von_mynden_StB_V_2980;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4249;2980;1420-05-02;pe__katharina_von_mynden_StB_V_2980;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4250;2980;1420-05-02;pe__arnold_von_mynden_StB_V_2980;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4251;2980;1420-05-02;pe__burkhard_meczner_i_StB_V_2980;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4252;2980;1420-05-02;pe__burkhard_meczner_ii_StB_V_2980;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4253;2981;1420-05-04;pe__johann_hemerl_StB_V_2963;m;weisend;;;;;;;;ze Wienn;;;;;;;;;;;;;
4254;2981;1420-05-04;pe__johann_hemerl_ii_StB_V_2981;m;weisend/rep;;minor;;;;;;;;;;;;;;;;;;;
4255;2981;1420-05-04;pe__erasmus_hemerl_StB_V_2981;m;weisend/rep;;minor;;;;;;;;;;;;;;;;;;;
4256;2981;1420-05-04;pe__ulrich_hemerl_StB_V_2981;m;weisend/rep;;minor;;;;;;;;;;;;;;;;;;;
4257;2981;1420-05-04;pe__dorothea_hemerlin_StB_V_2981;f;weisend/rep;;minor;;;;;;;;;;;;;;;;;;;
4258;2981;1420-05-04;pe__johann_krieg_StB_V_2981;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4259;2981;1420-05-04;pe__michael_charner_StB_V_2981;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4260;2981;1420-05-04;pe__clemens_thalhaymer_StB_V_2981;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4261;2981;1420-05-04;pe__elisabeth_thalhaymerin_StB_V_2981;f;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4262;2981;1420-05-04;pe__stephan_thalhaymer_StB_V_2963;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4263;2984;1420-05-07;pe__markhard_maler_StB_V_2984;m;weisend;;;;;;;;;;;;;;;;;;;;;
4264;2984;1420-05-07;pe__georg_arczt_StB_V_2984;m;witness;;;;erbere lewte;;;;ze Wienn;;;;;;;;;;;;;
4265;2984;1420-05-07;pe__heinrich_munsser_StB_V_2984;m;witness;;;;erbere lewte;;;;ze Wienn;;;;;;;;;;;;;
4266;2984;1420-05-07;pe__katharina_wuppelin_StB_V_2984;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4267;2984;1420-05-07;pe__georg_wuppel_StB_V_2984;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4268;2984;1420-05-07;pe__johann_wuppel_StB_V_2984;m;gewiesen;dead;minor;;;;;;;;;;;;;;;;;;;
4269;2987;1420-05-11;pe__ursula_muldorfferin_StB_V_2987;f;weisend;;;;;;;;;;;;;;;;;;;;;
4270;2987;1420-05-11;pe__andreas_muldorffer_StB_V_2987;m;weisend/other;;;;;;;;von Wering;;;;;;;;;;;;;
4271;2987;1420-05-11;pe__johann_prunner_StB_V_2987;m;witness;;;;erbere lewte;;;;von Wering;;;;;;;;;;;;;
4272;2987;1420-05-11;pe__niklas_pehem_StB_V_2987;m;witness;;;;erbere lewte;;;;von Grinczing;;;;;;;;;;;;;
4273;2987;1420-05-11;pe__agnes_prunnerin_StB_V_2987;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4274;2987;1420-05-11;pe__stephan_alram_StB_V_2987;m;gewiesen;;;;;;;;von Grinczing;;;;;;;;;;;;;
4275;2990;1420-05-18;pe__johann_mawsel_StB_V_2990;m;weisend;;;;;;;;;;;;;;;;;;;;;
4276;2990;1420-05-18;pe__niklas_dristich_StB_V_2990;m;witness;;;;erbere lewte;fleischakcher;;;;;;;;;;;;;;;;
4277;2990;1420-05-18;pe__michael_wirtt_StB_V_2990;m;witness;;;;erbere lewte;;;;von Eczkerstorf;;;;;;;;;;;;;
4278;2990;1420-05-18;pe__ulrich_hainczer_StB_V_2990;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4279;2990;1420-05-18;pe__anna_wymerin_StB_V_2990;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4280;2990;1420-05-18;pe__paul_wymer_StB_V_2990;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4281;2992;1420-05-21;pe__peter_schafswol_StB_V_2992;m;weisend;;;;;;;;;;;;;;;;;;;;;
4282;2992;1420-05-21;pe__matthias_schafswol_StB_V_2992;m;weisend;;;;;;;;;;;;;;;;;;;;;
4283;2992;1420-05-21;pe__kunigunde_stetnerin_StB_V_2992;f;weisend;;;;;;;;;;;;;;;;;;;;;
4284;2992;1420-05-21;pe__leonhard_stetner_StB_V_2992;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
4285;2992;1420-05-21;pe__thomas_krewss_StB_V_2992;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4286;2992;1420-05-21;pe__laurenz_junger_StB_IV_2447;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4287;2992;1420-05-21;pe__stephan_schafswol_StB_V_2992;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4288;2992;1420-05-21;pe__margarethe_schafswolin_StB_V_2992;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4289;2994;1420-05-23;pe__erasmus_mawrer_StB_V_2994;m;weisend;;;;;;;;;;;rep;;;;;;;;;;
4290;2994;1420-05-23;pe__georg_mawrer_StB_V_2994;m;weisend/rep;;;;;;;;;;;inner lanndes nicht ist;;;;;;;;;;
4291;2994;1420-05-23;pe__stephan_glaser_StB_V_2994;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4292;2994;1420-05-23;pe__matthias_helbling_StB_V_2994;m;witness;;;;erbere lewte;;;;ze Wienn;;;;;;;;;;;;;
4293;2994;1420-05-23;pe__barbara_staynmeczin_StB_V_2994;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4294;2994;1420-05-23;pe__simon_staynmecz_StB_V_2994;m;gewiesen/other;;;;maister;;;baumeister;;Weissen Prudern am Hof;;;;;;;;;;;;
4295;3002;1420-06-11;pe__bernhard_gruber_StB_V_3002;m;weisend;;;;;;;;;;;rep;;;;;;;;;;
4296;3002;1420-06-11;pe__konrad_gruber_StB_V_3002;m;weisend/rep;;;;;;;;;;;inner lanndes nicht ist;;;;;;;;;;
4297;3002;1420-06-11;pe__thomas_egenstainer_StB_V_3002;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4298;3002;1420-06-11;pe__wenzel_egenstainer_StB_V_3002;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4299;3002;1420-06-11;pe__anna_awerin_StB_V_3002;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4300;3002;1420-06-11;pe__johann_awer_StB_V_3002;m;gewiesen/other;dead;;;;;;;ze Wäring;;;;;;;;;;;;;
4301;3002;1420-06-11;pe__leonhard_gruber_StB_V_3002;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4302;3003;1420-06-20;pe__agnes_hamawaschin_StB_V_3003;f;weisend;;;;;;;;;;;;;;;;;;;;;
4303;3003;1420-06-20;pe__johann_hamawasch_StB_V_3003;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
4304;3003;1420-06-20;pe__elisabeth_hamawaschin_StB_V_3003;f;weisend/other;;;;;;;;;;;;;;;;;;;;;
4305;3003;1420-06-20;pe__ulrich_wegke_StB_V_3003;m;witness;;;;erbere lewte;;;;in dem Werd gegen dem Rotenturn uber;;;;;;;;;;;;;
4306;3003;1420-06-20;pe__johann_konrad_StB_V_3003;m;witness;;;;erbere lewte;;;;in dem Werd gegen dem Rotenturn uber;;;;;;;;;;;;;
4307;3003;1420-06-20;pe__niklas_hamawsch_StB_V_3003;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4308;3003;1420-06-20;pe__gertrud_hamawschin_StB_V_3003;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4309;3009;1420-06-20;pe__ulrich_snurer_StB_V_3009;m;weisend;;;;;;;;;;;;;;;;;;;;;
4310;3009;1420-06-20;pe__johann_gotesprunner_StB_V_3009;m;weisend;;;;;;;;;;;rep;;;;;;;;;;
4311;3009;1420-06-20;pe__anna_gotesprunnerin_StB_V_3009;f;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4312;3009;1420-06-20;pe__konrad_kyembseer_StB_V_3009;m;witness;;;;erbere lewte;;;rat_rat-wien;;;;;;;;;;;;;;
4313;3009;1420-06-20;pe__thomas_von_weytra_StB_IV_2237;m;witness;;;;erbere lewte;kamrer;;rat_rat-wien;;;;;;;;;;;;;;
4314;3009;1420-06-20;pe__herbert_in_der_schefstrazz_StB_V_3009;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4315;3010;1420-06-20;pe__johann_encznuelder_StB_V_3010;m;weisend;;;;;;;;;;;;;;;;;;;;;
4316;3010;1420-06-20;pe__hermann_perman_StB_V_2980;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4317;3010;1420-06-20;pe__georg_varkchn_StB_V_3010;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4318;3010;1420-06-20;pe__burkhard_meczner_ii_StB_V_2980;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4319;3011;1420-06-20;pe__hermann_perman_StB_V_2980;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4320;3011;1420-06-20;pe__hermann_enczenuelder_StB_II_842;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4321;3011;1420-06-20;pe__friedrich_von_mynden_StB_V_2980;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4322;3011;1420-06-20;pe__katharina_von_mynden_StB_V_2980;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4323;3011;1420-06-20;pe__arnold_von_mynden_StB_V_2980;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4324;3011;1420-06-20;pe__burkhard_meczner_i_StB_V_2980;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4325;3011;1420-06-20;pe__burkhard_meczner_ii_StB_V_2980;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4326;3012;1420-07-06;pe__konrad_waicz_StB_III_1821;m;weisend;;;;buerger_buerger-wien;;;;;;;;;;;;;;;;;
4327;3012;1420-07-06;pe__heinrich_leinbater_StB_V_2593;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4328;3012;1420-07-06;pe__stephan_goltpach_StB_V_3012;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4329;3012;1420-07-06;pe__niklas_waicz_StB_V_3012;m;gewiesen;;;;bruder;;;;;ze Melkche;;;;;;;;;;;;
4330;3012;1420-07-06;pe__johann_waicz_StB_V_3012;m;gewiesen;;;;bruder_chorherr;;;;;Newnburg;;;;;;;;;;;;
4331;3012;1420-07-06;pe__anna_waiczin_StB_V_3012;f;gewiesen;;;;schwester;;;;;ze Tulln;;;;;;;;;;;;
4332;3012;1420-07-06;pe__ulrich_waicz_StB_III_1821;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4333;3013;1420-07-06;pe__barbara_egkin_StB_V_3013;f;weisend;;;;;;;;;;;;;;;;;;;;;
4334;3013;1420-07-06;pe__erhard_egk_StB_V_2817;m;weisend/other;;;;;;;rat_rat-wien;;;;;;;;;;;;;;
4335;3013;1420-07-06;pe__friedrich_sachser_StB_V_3013;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4336;3013;1420-07-06;pe__andreas_redler_StB_II_698;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4337;3013;1420-07-06;pe__pilgrim_von_sand_veyt_StB_V_3013;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4338;3013;1420-07-06;pe__stephan_von_sand_veyt_StB_V_3013;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4339;3018;1420-07-13;pe__heinrich_plumler_StB_IV_2373;m;weisend;;;;;;;;;;;;;;;;;;;;;
4340;3018;1420-07-13;pe__otto_von_perchtolstorff_StB_III_1854;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4341;3018;1420-07-13;pe__christian_kalsching_StB_III_1854;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4342;3018;1420-07-13;pe__elisabeth_plumlerin_StB_V_3018;f;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4343;3018;1420-07-13;pe__friedrich_plumler_StB_V_3018;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4344;3019;1420-07-16;pe__georg_milichesser_StB_V_3019;m;weisend;;;;;;;;;;;;;;;;;;;;;
4345;3019;1420-07-16;pe__erhard_stanntuest_StB_V_3019;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4346;3019;1420-07-16;pe__michael_tritinssib_StB_V_3019;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4347;3019;1420-07-16;pe__johann_milichesser_StB_V_3019;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4348;3020;1420-07-16;pe__gilg_schrekel_StB_V_3020;m;weisend;;;;;;;;;;;rep;;;;;;;;;;
4349;3020;1420-07-16;pe__niklas_schrekel_StB_V_3020;m;weisend/rep;;minor;;;;;;;;;;;;;;;;;;;
4350;3020;1420-07-16;pe__anna_dremelin_StB_V_3020;f;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4351;3020;1420-07-16;pe__simon_dremel_StB_V_3020;m;weisend/other;;;;;;;;von Newsidl;;;;;;;;;;;;;
4352;3020;1420-07-16;pe__leopold_vischer_StB_V_3020;m;witness;;;;erbere lewte;;;;von Kornewnburgk;;;;;;;;;;;;;
4353;3020;1420-07-16;pe__heinrich_genkerl_StB_V_3020;m;witness;;;;erbere lewte;;;;von Kornewnburgk;;;;;;;;;;;;;
4354;3020;1420-07-16;pe__martin_trenkchenschuch_StB_V_3020;m;witness;;;;erbere lewte;;;;von Kornewnburgk;;;;;;;;;;;;;
4355;3020;1420-07-16;pe__margarethe_aschpekchin_StB_V_3020;f;gewiesen;dead;minor;;;;;;;;;;;;;;;;;;;
4356;3020;1420-07-16;pe__stephan_aschpekch_StB_V_3020;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4357;3023;1420-07-18;pe__johann_egkprecht_StB_V_3023;m;weisend;;;;;;;;;;;;;;;;;;;;;
4358;3023;1420-07-18;pe__johann_mautter_StB_V_3023;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4359;3023;1420-07-18;pe__heinrich_nurnberger_StB_V_3023;m;witness;;;;erbere lewte;;;muenzer;ze Wienn;;;;;;;;;;;;;
4360;3023;1420-07-18;pe__wendelmut_ratgebin_StB_V_3023;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4361;3023;1420-07-18;pe__johann_ratgeb_StB_V_3023;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4362;3023;1420-07-18;pe__ulrich_egkprecht_i_StB_V_3023;m;gewiesen;;;;;;;;;;;;;;;;;;;;;
4363;3024;1420-07-23;pe__stephan_meissner_StB_V_3024;m;weisend;;;;;;geschaeftherr;;;Petreins Hamusch seligen;;;;;;;;;;;;
4364;3024;1420-07-23;pe__peter_truchensprot_StB_V_3024;m;weisend;;;;;;geschaeftherr;;;Petreins Hamusch seligen;;;;;;;;;;;;
4365;3024;1420-07-23;pe__thomas_eysner_StB_V_3024;m;weisend;;;;;;geschaeftherr;;ze Wienn;Petreins Hamusch seligen;;;;;;;;;;;;
4366;3024;1420-07-23;pe__peter_hamusch_StB_V_3024;m;weisend/other;;;;;;;;;;;;;;;;;;;;;
4367;3024;1420-07-23;pe__michael_chyttel_StB_V_3024;m;witness;;;;erbere lewte;;;;;;;;;;;;;;;;;
4368;3024;1420-07-23;pe__jakob_karner_StB_V_3024;m;witness;;;;erbere lewte;;;;gesessen ze Alttunaw;;;;;;;;;;;;;
4369;3024;1420-07-23;pe__katharina_hamuschin_StB_V_3024;f;gewiesen;;;;;;;;;;;;;;;;;;;;;
4370;3024;1420-07-23;pe__niklas_hamawsch_StB_V_3003;m;gewiesen;dead;;;;;;;;;;;;;;;;;;;;
4371;3024;1420-07-23;pe__gertrud_hamawschin_StB_V_3003;f;gewiesen;;;;fraw;;;;;;;;;;;;;;;;;
4372;3031;1420-07-30;pe__johann_egkprecht_StB_V_3023;m;weisend;;;;buerger_buerger-wien;;;;;;;;;;;;;;;;;
4373;3031;1420-07-30;pe__paul_wurffl_StB_V_2817;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4374;3031;1420-07-30;pe__meinhard_pheilsniczer_StB_V_3031;m;witness;;;;erbere lewte_buerger_buerger-wien;;;;;;;;;;;;;;;;;
4375;3031;1420-07-30;pe__ulrich_egkprecht_ii_StB_V_3031;m;gewiesen;;minor;;;;;;;;;;;;;;;;;;;
4376;3031;1420-07-30;pe__meinhard_egkprecht_StB_V_3031;m;gewiesen;dead;minor;;;;;;;;;;;;;;;;;;;
4377;3031;1420-07-30;pe__ulrich_egkprecht_i_StB_V_3023;m;gewiesen/other;dead;;;;;;;;;;;;;;;;;;;;
4378;3031;1420-07-30;pe__andreas_an_sand_peters_freithof_StB_V_3031;m;gewiesen/other;;;;;;;;;;;;;;;;;;;;;
4379;3034;1420-08-06;pe__ulrich_fewchter_StB_V_3034;m;weisend;;;;chorherr;;;;;zu Sand Polten;;rep;;;;;;;;;;
4380;3034;1420-08-06;pe__michael_fewchter_StB_V_3034;m;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4381;3034;1420-08-06;pe__wolfgang_fewchter_StB_V_3034;m;weisend/rep;;;;;;;;;;;;;;;;;;;;;
4382;3034;1420-08-06;pe__sigmund_fewchter_StB_V_3034;m;weisend/rep;;;;;;;;;;;;;;;;;;;;;
